year,confID,rank,playoff,firstRound,semis,finals,o_fgm,o_fga,o_ftm,o_fta,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,d_fgm,d_fga,d_fta,d_3pm,d_3pa,d_oreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,GP,attend,win_percentage,loss_percentage,home_win_percentage,home_loss_percentage,away_win_percentage,away_loss_percentage,conference_win_percentage,conference_loss_percentage,tmID,Avg_Rebounds_Per_Game,Avg_Steals_Per_Game,Avg_Turnovers_Per_Game,FG%,FT%,GP_8,GS,PF,POSITION_METRIC,PostAssists,PostBlocks,PostDQ,PostGP,PostGS,PostPF,PostRebounds,PostSteals,PostTurnovers,PostftAttempted,PostoRebounds,PostthreeAttempted,Usability,award,birthYear,dq,fgAttempted,ftMade,height,minutes,num_seasons,oRebounds,threeAttempted,total_blocks,total_rebounds,total_steals,total_turnovers,weight
8,1,3.79,1,0.46,0.18,0.18,875.54,2028.39,501.75,648.64,457.14,332.11,731.5,1063.61,515.21,655.14,246.96,509.25,137.29,864.14,2045.71,631.5,139.07,414.82,320.79,1015.39,512.89,645.71,265.11,487.64,127.93,33.57,133923.61,0.53,0.47,0.65,0.35,0.4,0.6,0.5,0.5,SEA,3.77,0.74,1.71,0.41,0.74,29.25,18.29,62.04,0.36,5.03,1.23,0.02,2.5,1.78,5.23,8.73,2.08,4.04,6.36,2.24,5.96,0.56,0.15,1979.78,0.62,226.89,54.34,72.75,678.98,7.45,32.46,59.94,17.18,120.2,24.8,55.59,167.96
9,1,3.83,1,0.47,0.14,0.14,895.19,2068.75,519.58,663.39,497.56,334.75,751.17,1085.92,519.17,647.33,245.86,514.53,140.33,891.44,2106.89,621.39,151.5,439.97,323.5,1032.86,530.25,644.89,266.64,489.28,124.39,33.67,134285.69,0.52,0.48,0.66,0.34,0.37,0.63,0.5,0.5,SEA,4.62,1.06,1.87,0.42,0.75,30.26,20.94,63.16,0.45,7.43,2.32,0.0,3.48,2.67,7.86,17.15,3.02,6.04,11.92,5.82,4.72,0.65,0.23,1978.86,0.37,259.77,73.7,73.32,790.09,7.27,45.3,51.09,21.8,157.23,35.5,62.05,170.58
10,1,3.25,1,0.5,0.11,0.11,907.64,2094.22,534.86,684.39,493.67,337.81,777.92,1115.72,526.31,656.44,249.56,519.86,141.56,893.11,2142.81,635.78,158.61,469.19,326.86,1047.81,526.25,654.86,266.78,493.08,122.25,33.83,136699.14,0.56,0.44,0.74,0.26,0.38,0.62,0.55,0.45,SEA,3.85,0.89,1.85,0.42,0.74,31.11,18.71,69.06,0.38,5.59,1.45,0.02,3.06,1.82,6.36,11.0,2.28,5.22,7.75,3.44,4.78,0.6,0.08,1980.56,0.59,234.41,64.75,72.37,745.62,6.8,36.24,54.0,18.85,129.45,29.95,62.7,171.77
11,1,2.83,1,0.51,0.08,0.08,915.86,2110.25,546.0,696.08,494.64,333.19,789.19,1122.39,530.89,670.33,254.42,531.61,143.69,897.14,2163.31,647.44,170.86,502.94,329.0,1057.33,526.69,662.83,270.17,506.17,123.89,33.94,137694.0,0.57,0.43,0.76,0.24,0.38,0.62,0.58,0.42,SEA,4.12,0.95,1.93,0.42,0.78,30.98,23.82,74.06,0.43,8.22,1.31,0.03,3.58,2.94,8.69,13.73,2.64,6.7,9.98,4.07,9.47,0.68,0.15,1980.3,0.73,276.58,74.05,72.32,851.98,7.02,38.31,76.18,15.83,142.06,32.49,67.41,171.8
2,0,4.0,0,0.5,0.0,0.0,832.0,1813.0,403.0,578.0,335.0,300.0,646.0,946.0,521.0,597.0,245.0,506.0,126.0,845.0,1875.0,555.0,149.0,397.0,299.0,911.0,513.0,595.0,261.0,456.0,102.0,32.0,244134.0,0.44,0.56,0.44,0.56,0.44,0.56,0.62,0.38,WAS,4.68,1.18,2.09,0.48,0.69,31.32,26.98,79.57,0.43,3.89,1.23,0.0,1.83,1.6,4.13,6.84,2.28,4.62,3.68,1.97,3.14,0.73,0.0,1972.79,0.52,296.79,63.31,73.61,927.44,6.66,48.12,45.38,22.6,155.7,39.99,71.0,172.28
3,0,6.67,1,0.17,0.0,0.0,770.0,1881.0,356.33,528.67,390.33,337.33,681.33,1018.67,456.33,557.0,253.0,498.67,126.67,809.0,1921.67,496.33,147.0,404.33,320.33,1015.67,495.67,560.33,261.0,454.67,102.67,32.0,245822.67,0.35,0.65,0.48,0.52,0.23,0.77,0.33,0.67,WAS,4.72,1.08,1.85,0.4,0.65,30.0,21.59,61.89,0.42,0.31,0.38,0.0,0.42,0.37,0.89,1.67,0.63,0.81,1.02,0.47,0.51,0.64,0.0,1973.08,0.38,233.99,37.39,72.23,789.29,5.76,46.74,37.28,21.37,147.26,33.74,57.1,167.09
4,0,4.83,0,0.58,0.0,0.0,788.0,1895.5,357.67,503.33,416.67,333.67,694.67,1028.33,486.17,570.0,237.0,476.83,110.33,797.5,1912.33,517.17,147.0,425.17,314.67,1002.33,468.83,565.17,249.0,447.83,101.83,32.0,252529.83,0.44,0.56,0.52,0.48,0.36,0.64,0.45,0.55,WAS,3.77,0.83,1.67,0.4,0.68,29.43,19.15,61.5,0.41,7.37,0.61,0.0,3.2,2.01,5.92,9.39,1.69,3.42,5.49,3.27,5.38,0.6,0.07,1975.08,0.59,200.8,39.1,70.83,709.62,6.6,34.36,43.42,9.62,117.13,26.19,53.09,156.38
5,0,5.7,1,0.35,0.0,0.0,831.2,2013.7,367.0,504.8,452.0,353.0,698.0,1051.0,518.9,612.4,227.4,470.9,105.8,842.1,1960.6,586.7,156.6,447.9,322.4,1047.4,517.7,565.1,249.8,455.9,108.7,32.8,247001.9,0.37,0.63,0.38,0.62,0.36,0.64,0.39,0.61,WAS,4.45,0.86,1.77,0.42,0.71,30.18,22.5,73.14,0.47,2.9,0.67,0.0,1.35,1.09,3.31,5.87,1.01,2.12,5.41,1.93,1.98,0.64,0.05,1977.45,0.56,263.69,52.8,72.0,785.66,7.91,46.17,50.61,11.76,138.25,27.45,56.32,158.05
6,0,5.13,0,0.4,0.0,0.0,845.13,2038.47,402.67,556.87,395.67,347.67,707.33,1055.0,501.6,625.6,236.6,455.27,113.2,849.4,1978.07,619.8,153.07,440.27,326.93,1066.93,523.13,585.73,245.53,467.93,109.47,33.2,236150.6,0.41,0.59,0.47,0.53,0.36,0.64,0.41,0.59,WAS,3.95,0.99,1.69,0.43,0.71,30.3,22.76,80.62,0.43,4.57,2.86,0.04,2.51,1.91,7.06,11.95,2.67,4.4,7.99,3.42,2.73,0.63,0.02,1977.05,0.6,233.65,54.7,71.78,782.51,8.1,41.63,33.85,19.62,135.38,33.88,56.57,161.03
7,0,5.1,1,0.29,0.0,0.0,845.67,2018.33,398.48,553.76,428.33,324.33,698.67,1023.0,506.0,646.0,243.29,449.48,102.57,844.71,1947.76,627.86,152.19,438.19,309.81,1054.67,529.38,600.67,233.95,478.24,109.05,33.43,217679.29,0.43,0.57,0.5,0.5,0.36,0.64,0.42,0.58,WAS,3.92,1.05,1.75,0.43,0.75,29.79,23.62,80.72,0.45,7.63,1.76,0.08,2.48,2.05,7.25,10.9,3.11,5.0,7.01,3.4,6.97,0.69,0.04,1977.02,0.77,252.8,56.54,72.01,832.5,8.23,36.69,70.68,14.34,129.13,35.33,57.96,170.25
8,0,4.82,0,0.34,0.0,0.0,888.25,2063.5,430.86,594.07,451.75,325.75,716.5,1042.25,523.5,680.5,258.96,472.36,105.18,860.79,1986.32,683.64,165.14,466.89,312.61,1051.25,542.79,622.25,238.46,501.93,104.04,33.57,196573.21,0.46,0.54,0.57,0.43,0.34,0.66,0.47,0.53,WAS,3.75,1.04,1.78,0.42,0.76,30.65,23.08,81.27,0.44,5.18,1.09,0.08,1.88,1.54,5.49,8.59,2.28,3.74,5.39,2.71,5.14,0.64,0.02,1977.99,1.01,249.62,67.83,72.31,794.33,7.52,36.36,65.4,13.24,126.25,34.59,59.0,169.92
9,0,4.86,0,0.26,0.0,0.0,885.75,2087.17,483.56,648.5,468.69,327.81,731.28,1059.08,512.06,698.83,264.08,494.28,111.36,874.83,2037.36,709.72,167.33,478.69,328.25,1086.08,544.17,653.31,242.36,519.06,103.81,33.67,182502.5,0.46,0.54,0.55,0.45,0.37,0.63,0.45,0.55,WAS,3.62,0.92,1.59,0.42,0.77,30.48,17.46,68.93,0.4,1.4,0.78,0.0,1.06,0.82,2.71,6.55,1.21,1.71,3.24,2.05,0.74,0.54,0.03,1979.91,0.8,219.9,63.07,71.32,683.6,5.89,37.1,45.14,13.0,121.2,29.82,51.52,166.61
10,0,5.08,1,0.19,0.0,0.0,891.14,2109.22,482.06,660.83,472.47,335.03,743.72,1078.75,506.58,720.14,261.0,527.81,107.14,890.69,2059.83,733.14,171.56,494.25,324.58,1093.92,546.72,672.11,257.69,526.64,113.03,33.83,171277.19,0.43,0.57,0.51,0.49,0.34,0.66,0.42,0.58,WAS,3.77,0.91,1.83,0.43,0.72,30.88,19.91,84.46,0.42,0.37,0.26,0.02,0.4,0.29,1.12,1.88,0.41,0.7,1.51,0.7,0.42,0.58,0.0,1982.0,1.27,244.06,69.0,72.21,731.71,4.9,38.22,45.77,11.48,121.78,28.77,57.95,174.31
11,0,4.81,1,0.25,0.0,0.0,905.72,2138.89,511.89,708.25,465.22,346.31,760.06,1106.36,495.5,729.89,274.25,551.03,109.39,907.78,2095.72,749.75,170.92,495.06,324.28,1100.69,544.47,703.33,271.78,542.39,123.25,33.94,171006.81,0.44,0.56,0.54,0.46,0.33,0.67,0.43,0.57,WAS,4.46,1.11,1.71,0.42,0.71,31.56,20.06,75.03,0.38,2.16,0.68,0.0,1.26,0.84,3.19,6.56,1.7,2.62,3.72,2.3,2.63,0.58,0.12,1955.59,0.63,219.49,72.97,71.38,741.31,3.69,48.96,41.22,13.7,149.99,37.23,57.18,170.45
